40
1;0;0;160;400
2;0;0;260;400
3;0;0;360;400
4;0;0;460;400
5;0;0;560;400
6;0;0;660;400
7;0;0;760;400
8;0;0;860;400
9;0;0;160;900
10;0;0;260;900
11;0;0;360;900
12;0;0;460;900
13;0;0;560;900
14;0;0;660;900
15;0;0;760;900
16;0;0;860;900
17;0;0;160;1400
18;0;0;260;1400
19;0;0;360;1400
20;0;0;460;1400
21;0;0;560;1400
22;0;0;660;1400
23;0;0;760;1400
24;0;0;860;1400
25;0;0;160;1900
26;0;0;260;1900
27;0;0;360;1900
28;0;0;460;1900
29;0;0;560;1900
30;0;0;660;1900
31;0;0;760;1900
32;0;0;860;1900
33;0;0;160;2400
34;0;0;260;2400
35;0;0;360;2400
36;0;0;460;2400
37;0;0;560;2400
38;0;0;660;2400
39;0;0;760;2400
40;0;0;860;2400
