156
1;0;0;60;400
2;0;0;160;400
3;0;0;260;400
4;0;0;360;400
5;0;0;460;400
6;0;0;560;400
7;0;0;660;400
8;0;0;760;400
9;0;0;860;400
10;0;0;960;400
11;0;0;1060;400
12;0;0;1160;400
13;0;0;60;800
14;0;0;160;800
15;0;0;260;800
16;0;0;360;800
17;0;0;460;800
18;0;0;560;800
19;0;0;660;800
20;0;0;760;800
21;0;0;860;800
22;0;0;960;800
23;0;0;1060;800
24;0;0;1160;800
25;0;0;60;1200
26;0;0;160;1200
27;0;0;260;1200
28;0;0;360;1200
29;0;0;460;1200
30;0;0;560;1200
31;0;0;660;1200
32;0;0;760;1200
33;0;0;860;1200
34;0;0;960;1200
35;0;0;1060;1200
36;0;0;1160;1200
37;0;0;60;1600
38;0;0;160;1600
39;0;0;260;1600
40;0;0;360;1600
41;0;0;460;1600
42;0;0;560;1600
43;0;0;660;1600
44;0;0;760;1600
45;0;0;860;1600
46;0;0;960;1600
47;0;0;1060;1600
48;0;0;1160;1600
49;0;0;60;2000
50;0;0;160;2000
51;0;0;260;2000
52;0;0;360;2000
53;0;0;460;2000
54;0;0;560;2000
55;0;0;660;2000
56;0;0;760;2000
57;0;0;860;2000
58;0;0;960;2000
59;0;0;1060;2000
60;0;0;1160;2000
61;0;0;60;2400
62;0;0;160;2400
63;0;0;260;2400
64;0;0;360;2400
65;0;0;460;2400
66;0;0;560;2400
67;0;0;660;2400
68;0;0;760;2400
69;0;0;860;2400
70;0;0;960;2400
71;0;0;1060;2400
72;0;0;1160;2400
73;0;0;60;2800
74;0;0;160;2800
75;0;0;260;2800
76;0;0;360;2800
77;0;0;460;2800
78;0;0;560;2800
79;0;0;660;2800
80;0;0;760;2800
81;0;0;860;2800
82;0;0;960;2800
83;0;0;1060;2800
84;0;0;1160;2800
85;0;0;60;3200
86;0;0;160;3200
87;0;0;260;3200
88;0;0;360;3200
89;0;0;460;3200
90;0;0;560;3200
91;0;0;660;3200
92;0;0;760;3200
93;0;0;860;3200
94;0;0;960;3200
95;0;0;1060;3200
96;0;0;1160;3200
97;0;0;60;3600
98;0;0;160;3600
99;0;0;260;3600
100;0;0;360;3600
101;0;0;460;3600
102;0;0;560;3600
103;0;0;660;3600
104;0;0;760;3600
105;0;0;860;3600
106;0;0;960;3600
107;0;0;1060;3600
108;0;0;1160;3600
109;0;0;60;4000
110;0;0;160;4000
111;0;0;260;4000
112;0;0;360;4000
113;0;0;460;4000
114;0;0;560;4000
115;0;0;660;4000
116;0;0;760;4000
117;0;0;860;4000
118;0;0;960;4000
119;0;0;1060;4000
120;0;0;1160;4000
121;0;0;60;4400
122;0;0;160;4400
123;0;0;260;4400
124;0;0;360;4400
125;0;0;460;4400
126;0;0;560;4400
127;0;0;660;4400
128;0;0;760;4400
129;0;0;860;4400
130;0;0;960;4400
131;0;0;1060;4400
132;0;0;1160;4400
133;0;0;60;4800
134;0;0;160;4800
135;0;0;260;4800
136;0;0;360;4800
137;0;0;460;4800
138;0;0;560;4800
139;0;0;660;4800
140;0;0;760;4800
141;0;0;860;4800
142;0;0;960;4800
143;0;0;1060;4800
144;0;0;1160;4800
145;0;0;60;5200
146;0;0;160;5200
147;0;0;260;5200
148;0;0;360;5200
149;0;0;460;5200
150;0;0;560;5200
151;0;0;660;5200
152;0;0;760;5200
153;0;0;860;5200
154;0;0;960;5200
155;0;0;1060;5200
156;0;0;1160;5200
